Linha,639
Tabela,001-2
num,ponto,horario
105715,TERMINAL PINHEIRINHO,16:32
160070,BAIRRO FUTURAMA,17:06
105715,TERMINAL PINHEIRINHO,17:39
160070,BAIRRO FUTURAMA,18:14
105715,TERMINAL PINHEIRINHO,18:47
160070,BAIRRO FUTURAMA,19:20
105715,TERMINAL PINHEIRINHO,19:45
160070,BAIRRO FUTURAMA,20:11
105715,TERMINAL PINHEIRINHO,20:38
160070,BAIRRO FUTURAMA,21:04
105715,TERMINAL PINHEIRINHO,21:30
160070,BAIRRO FUTURAMA,21:56
105715,TERMINAL PINHEIRINHO,22:22
160070,BAIRRO FUTURAMA,22:48
105715,TERMINAL PINHEIRINHO,23:14
160070,BAIRRO FUTURAMA,23:40
105715,TERMINAL PINHEIRINHO,00:12
